name,platform,genre,year_of_release,critic_score,user_score,rating,global_sales
The Sims 4: Get Together,PC,Simulation,2015,72.0,7.3,T,0.22
Dishonored 2,XOne,Action,2016,88.0,6.8,M,0.22
Lords of the Fallen,XOne,Role-Playing,2014,71.0,6.7,M,0.22
LEGO The Lord of the Rings,PC,Action,2012,80.0,8.2,E10+,0.23
The Amazing Spider-Man 2 (2014),XOne,Action,2014,73.0,7.1,Unknown,0.22
Senran Kagura 2: Deep Crimson ,3DS,Action,2014,58.0,6.8,M,0.21000000000000002
Naruto Shippuden: Ultimate Ninja Storm Revolution,X360,Fighting,2014,62.0,7.3,T,0.22
The Crew,X360,Racing,2014,75.0,6.4,T,0.22
Digimon World Re:Digitize,PSP,Action,2012,73.0,7.1,Unknown,0.22
Angry Birds Star Wars,PS4,Strategy,2013,47.0,2.0,E,0.22
Armored Core V,X360,Simulation,2012,68.0,7.2,T,0.21000000000000002
Magician's Quest: Town of Magic,3DS,Simulation,2012,70.0,7.05,Unknown,0.21
Doom (2016),PC,Shooter,2016,76.0,6.7,Unknown,0.22
Transformer: Rise of the Dark Spark,PS4,Action,2014,73.0,7.1,Unknown,0.21000000000000002
Code Name: S.T.E.A.M.,3DS,Strategy,2015,69.0,7.7,T,0.22
The Bureau: XCOM Declassified,X360,Shooter,2013,68.0,6.7,M,0.22
WipeOut 3 The Game,X360,Action,2012,73.0,7.1,Unknown,0.22
Atelier Escha & Logy: Alchemists of the Dusk Sky,PS3,Role-Playing,2013,74.0,7.5,Unknown,0.21
LEGO Ninjago: Shadow of Ronin,3DS,Action,2015,73.0,7.1,E10+,0.21000000000000002
Journey,PS3,Adventure,2012,92.0,8.8,E,0.21000000000000002
Dragon Ball: Fusions,3DS,Role-Playing,2016,68.0,7.6,T,0.21
Star Trek: The Game,X360,Action,2013,73.0,7.1,Unknown,0.22
Disgaea D2: A Brighter Darkness,PS3,Role-Playing,2013,74.0,8.1,T,0.21
Assassin's Creed Syndicate,PC,Action,2015,74.0,5.9,M,0.22
World of Final Fantasy,PSV,Role-Playing,2016,77.0,8.6,E10+,0.21
Danganronpa Another Episode: Ultra Despair Girls,PSV,Action,2014,72.0,8.4,M,0.21
The Wolf Among Us,PS4,Adventure,2014,83.0,8.4,M,0.21000000000000002
Heroes of Ruin,3DS,Role-Playing,2012,69.0,7.4,T,0.22
State of Decay,XOne,Strategy,2015,80.0,7.1,Unknown,0.21
NBA Live 15,XOne,Sports,2014,53.0,6.8,E,0.21
Hitman: HD Trilogy,PS3,Action,2013,71.0,7.6,M,0.2
J Stars Victory Vs.,PSV,Fighting,2014,74.0,7.9,T,0.21000000000000002
Mega Man Legacy Collection,3DS,Platform,2016,77.0,7.1,E,0.21
Disney's Planes,DS,Simulation,2013,70.0,7.05,E,0.21
Defiance,PC,Shooter,2013,64.0,6.5,M,0.2
Tony Hawk's Pro Skater 5,PS4,Sports,2015,32.0,1.5,T,0.19999999999999998
Little Battlers eXperience: Baku Boost,3DS,Action,2012,73.0,7.1,Unknown,0.21
Jikkyou Powerful Pro Yakyuu 2012,PS3,Action,2012,73.0,7.1,Unknown,0.21
Lost Planet 3,PS3,Shooter,2013,61.0,5.5,T,0.19999999999999998
Assassin's Creed The Ezio Collection,PS4,Action,2016,72.0,7.4,M,0.2
God of War Collection,PSV,Action,2014,73.0,7.4,M,0.2
Anarchy Reigns,PS3,Action,2012,71.0,8.2,M,0.21
Saints Row IV,XOne,Action,2015,73.0,7.1,Unknown,0.21
Sniper: Ghost Warrior 2,X360,Shooter,2013,52.0,5.7,M,0.19999999999999998
Shining Blade,PSP,Role-Playing,2012,74.0,7.5,Unknown,0.2
Valkyria Chronicles,PS4,Role-Playing,2016,74.0,7.5,Unknown,0.2
Disney's Planes,WiiU,Simulation,2013,51.0,5.3,E,0.2
Zombie Army Trilogy,PS4,Shooter,2015,62.0,6.8,Unknown,0.19999999999999998
WipeOut 3 The Game,3DS,Action,2012,73.0,7.1,Unknown,0.19999999999999998
The Witch and the Hundred Knight,PS3,Role-Playing,2013,53.0,7.5,T,0.21
Story of Seasons: Good Friends of the Three Villages,3DS,Simulation,2016,70.0,7.05,Unknown,0.2
Kurohyou 2: Ryu ga Gotoku Ashura Hen,PSP,Action,2012,73.0,7.1,Unknown,0.2
Code of Princess,3DS,Action,2012,67.0,7.6,T,0.2
FIFA 16,PC,Sports,2015,81.0,4.4,E,0.2
Teenage Mutant Ninja Turtles: Danger of the Ooze,X360,Adventure,2014,72.0,6.4,E10+,0.19999999999999998
The Heavy Rain and Beyond: Two Souls Collection,PS4,Action,2016,73.0,7.1,Unknown,0.2
NBA Live 14,XOne,Sports,2013,36.0,3.1,E,0.19999999999999998
Dragon Ball: Xenoverse 2,XOne,Action,2016,73.0,7.3,T,0.19999999999999998
Odin Sphere: Leifthrasir,PS4,Role-Playing,2016,87.0,8.2,T,0.2
The Legend of Heroes: Trails of Cold Steel,PS3,Role-Playing,2013,86.0,7.7,T,0.2
Tekken 3D: Prime Edition,3DS,Fighting,2012,64.0,5.9,T,0.19
Sleeping Dogs,XOne,Action,2014,73.0,7.1,Unknown,0.21
Pro Yaky? Spirits 2013,PS3,Sports,2013,77.0,5.7,Unknown,0.2
Dying Light,PC,Action,2015,75.0,7.9,M,0.19999999999999998
Pro Yaky? Spirits 2013,PSP,Sports,2013,77.0,5.7,Unknown,0.2
Zone of the Enders HD Collection,X360,Simulation,2012,75.0,8.8,M,0.2
Pro Yaky? Spirits 2012,PSP,Sports,2012,77.0,5.7,Unknown,0.2
Total War: Shogun 2 - Fall of the Samurai,PC,Strategy,2012,80.0,7.1,Unknown,0.19
Dungeon Hunter Alliance,PSV,Action,2012,49.0,6.4,T,0.19
The Amazing Spider-Man (Console Version),DS,Action,2012,73.0,7.1,Unknown,0.19
Farming Simulator 2015,XOne,Simulation,2015,70.0,7.05,Unknown,0.19999999999999998
Silent Hill: Book of Memories,PSV,Action,2012,58.0,5.1,M,0.19000000000000003
Aikatsu! Cinderella Lesson,3DS,Role-Playing,2012,74.0,7.5,Unknown,0.2
Castlevania: Lords of Shadow 2,PS3,Action,2014,63.0,7.8,M,0.19999999999999998
Major League Baseball 2K12,PS3,Sports,2012,68.0,4.4,E,0.19999999999999998
MLB 16: The Show,PS3,Action,2016,73.0,7.1,Unknown,0.2
The Amazing Spider-Man (Console Version),3DS,Action,2012,73.0,7.1,Unknown,0.19
Danganronpa 2: Goodbye Despair,PSP,Misc,2012,75.0,7.0,Unknown,0.19
Shin Megami Tensei IV: Final,3DS,Role-Playing,2016,74.0,7.5,Unknown,0.2
Bound By Flame,PS4,Role-Playing,2014,53.0,5.9,M,0.19999999999999998
Great Phoenix Wright: Ace Attorney - Naruhodou Ryuunosuke no Bouken,3DS,Action,2015,73.0,7.1,Unknown,0.19
Just Dance: Greatest Hits,Wii,Misc,2012,75.0,7.0,E10+,0.19000000000000003
New Love Plus,3DS,Simulation,2012,70.0,7.05,Unknown,0.19
Kan Colle Kai,PSV,Action,2016,73.0,7.1,Unknown,0.19
LEGO Marvel's Avengers,3DS,Action,2016,60.0,7.1,E10+,0.18000000000000002
Just Dance 2016,PS3,Misc,2015,75.0,4.2,E10+,0.19
Mafia III,PC,Action,2016,63.0,3.2,M,0.19999999999999998
Fighter Within,XOne,Fighting,2013,23.0,3.0,T,0.19999999999999998
Kamen Rider: Battride War,PS3,Action,2013,73.0,7.1,Unknown,0.19
Guitar Hero Live,WiiU,Misc,2015,84.0,6.1,T,0.18999999999999997
Dynasty Warriors 8: Empires,PS4,Action,2014,63.0,7.5,T,0.19
Silent Hill HD Collection,X360,Action,2012,69.0,5.6,M,0.19999999999999998
South Park: The Stick of Truth,PC,Role-Playing,2014,85.0,8.6,M,0.18000000000000002
MLB 12: The Show,PSV,Sports,2012,76.0,7.8,E,0.19
God Eater Resurrection,PSV,Action,2015,73.0,8.8,T,0.19
Injustice: Gods Among Us,WiiU,Fighting,2013,82.0,7.9,T,0.18999999999999997
Metro: Last Light,PC,Action,2013,82.0,8.6,M,0.18999999999999997
Evolve,PC,Shooter,2015,77.0,4.3,M,0.19999999999999998
FIFA 14,PSP,Sports,2013,77.0,3.4,E,0.19
Resident Evil: Revelations,WiiU,Action,2013,80.0,7.5,M,0.18000000000000002
3rd Super Robot Wars Z: Tengoku-Hen,PSV,Action,2015,73.0,7.1,Unknown,0.19
Taiko no Tatsujin: Wii U Version!,WiiU,Misc,2013,75.0,7.0,Unknown,0.19
The Walking Dead: Season Two,PS3,Adventure,2014,72.0,7.55,Unknown,0.18
3rd Super Robot Wars Z Jigoku Hen,PSV,Role-Playing,2014,74.0,7.5,Unknown,0.19
Street Fighter X Tekken,PSV,Fighting,2012,79.0,7.5,T,0.18000000000000002
Nobunaga no Yabou: Souzou,PS3,Strategy,2013,80.0,7.1,Unknown,0.19
The Legend of Heroes: Trails of Cold Steel II,PSV,Role-Playing,2014,80.0,7.3,T,0.18000000000000002
Singstar: Ultimate Party,PS4,Misc,2014,47.0,4.1,Unknown,0.19
Tom Clancy's Splinter Cell: Blacklist,PC,Action,2013,82.0,7.4,M,0.18000000000000002
Binary Domain,X360,Action,2012,74.0,8.0,M,0.18999999999999997
Kuma-Tomo,3DS,Misc,2013,75.0,7.0,Unknown,0.19
Pro Yaky? Spirits 2012,PS3,Sports,2012,77.0,5.7,Unknown,0.19
Phantasy Star Nova,PSV,Role-Playing,2014,74.0,7.5,Unknown,0.19
Pro Evolution Soccer 2014,3DS,Action,2013,73.0,7.1,E,0.19
Saints Row IV,PC,Action,2013,86.0,7.4,M,0.18999999999999997
Dance Central: Spotlight,XOne,Misc,2014,74.0,7.0,T,0.18
Little Battlers eXperience W,PSP,Role-Playing,2012,74.0,7.5,Unknown,0.19
Sword Art Online: Hollow Realization,PS4,Role-Playing,2016,69.0,7.7,T,0.19999999999999998
Godzilla (2015),PS4,Action,2014,73.0,7.1,Unknown,0.19
Fairy Fencer F,PS3,Role-Playing,2013,65.0,7.4,T,0.18999999999999997
Guilty Gear Xrd: Sign,PS3,Fighting,2014,74.0,7.4,Unknown,0.19
How to Train Your Dragon 2,Wii,Adventure,2014,72.0,7.55,E10+,0.18000000000000002
The Smurfs 2,DS,Platform,2013,78.0,7.2,E,0.18000000000000002
Just Dance 2017,Wii,Misc,2016,75.0,7.0,E10+,0.18
Shape Up,XOne,Misc,2014,58.0,8.3,E,0.18
Jikkyou Powerful Pro Baseball 2016,PSV,Sports,2016,77.0,5.7,Unknown,0.18
Tekken Tag Tournament 2,WiiU,Fighting,2012,74.0,7.4,Unknown,0.18000000000000002
Metal Gear Solid V: The Phantom Pain,X360,Action,2015,73.0,7.2,M,0.18
Ninja Gaiden 3,WiiU,Action,2012,73.0,7.1,Unknown,0.19
Atelier Shallie: Alchemists of the Dusk Sea,PS3,Role-Playing,2014,76.0,7.7,E10+,0.18
Hatsune Miku and Future Stars: Project Mirai,3DS,Misc,2012,75.0,7.0,Unknown,0.18
Syndicate,X360,Shooter,2012,74.0,7.1,M,0.18
Zumba Fitness Rush,X360,Sports,2012,73.0,6.2,E10+,0.18
Saint Seiya: Soldiers' Soul,PS4,Fighting,2015,59.0,7.8,T,0.18
LEGO Harry Potter: Years 5-7,PSV,Action,2012,64.0,6.8,E10+,0.17
Corpse Party: Blood Drive,PSV,Adventure,2014,60.0,7.4,M,0.18
MotoGP 14 ,PS4,Racing,2014,73.0,6.4,E,0.18
Super Robot Taisen UX,3DS,Role-Playing,2013,74.0,7.5,Unknown,0.18
Skylanders Imaginators,WiiU,Platform,2016,76.0,7.2,E10+,0.18999999999999997
Valhalla Knights 3,PSV,Role-Playing,2013,48.0,6.8,M,0.18
Senran Kagura: Estival Versus,PSV,Action,2015,71.0,7.4,M,0.16999999999999998
GRID Autosport,PS3,Racing,2014,75.0,6.8,E,0.18000000000000002
Daigasso! Band Brothers P,3DS,Misc,2013,75.0,7.0,Unknown,0.18
Grand Slam Tennis 2,X360,Sports,2012,71.0,5.1,E,0.18
Aliens: Colonial Marines,PC,Shooter,2013,45.0,3.5,M,0.18
Remember Me,X360,Action,2013,70.0,7.5,M,0.18
Pro Evolution Soccer 2013,3DS,Sports,2012,77.0,5.7,Unknown,0.18000000000000002
Toukiden: The Age of Demons,PSP,Action,2013,73.0,7.1,Unknown,0.18
Payday 2,XOne,Shooter,2015,76.0,6.7,Unknown,0.18
Senran Kagura: Estival Versus,PS4,Action,2015,67.0,8.0,M,0.18
DiRT Showdown,PS3,Racing,2012,75.0,6.3,E10+,0.16999999999999998
Back to the Future: The Game,PS4,Adventure,2015,72.0,7.1,T,0.18000000000000002
NBA Live 16,PS4,Sports,2015,59.0,6.1,E,0.17
Dark Souls II,PC,Role-Playing,2014,91.0,7.1,T,0.17
Transformers: Prime,3DS,Action,2012,73.0,7.1,Unknown,0.16999999999999998
Project Spark,XOne,Misc,2014,73.0,7.0,E10+,0.18
Yakuza Zero: The Place of Oath,PS4,Action,2015,73.0,7.1,Unknown,0.17
MotoGP 15,PS4,Racing,2015,66.0,6.3,Unknown,0.16999999999999998
The Idolm@ster: Shiny Festa - Honey Sound / Funky Note / Groovy Tune,PSP,Action,2012,73.0,7.1,Unknown,0.17
Toukiden Kiwami,PS4,Action,2015,74.0,7.6,T,0.16
The Secret World,PC,Role-Playing,2012,74.0,8.2,M,0.17
Madden NFL 17,X360,Sports,2016,77.0,0.7,E,0.18
Hitman: HD Trilogy,X360,Action,2013,69.0,7.2,M,0.17
Jikkyou Powerful Pro Baseball 2016,PS4,Sports,2016,77.0,5.7,Unknown,0.17
Tom Clancy's Ghost Recon: Future Soldier,PC,Shooter,2012,71.0,4.9,M,0.17
Yu-Gi-Oh! Zexal World Duel Carnival,3DS,Misc,2013,75.0,7.0,Unknown,0.17
Danganronpa 2: Goodbye Despair,PSV,Misc,2014,81.0,8.7,M,0.17
Country Dance: All Stars,X360,Action,2012,73.0,5.2,E10+,0.17
Project X Zone 2: Brave New World,3DS,Role-Playing,2015,74.0,7.5,Unknown,0.17
Jikkyou Powerful Pro Yakyuu 2013,PSP,Sports,2013,77.0,5.7,Unknown,0.17
Conception II: Children of the Seven Stars,PSV,Role-Playing,2013,62.0,7.6,M,0.17
Deus Ex: Mankind Divided,XOne,Role-Playing,2016,83.0,7.2,M,0.16
Digimon Story: Cyber Sleuth,PSV,Role-Playing,2015,74.0,8.8,T,0.17
Anarchy Reigns,X360,Action,2012,73.0,7.9,M,0.16999999999999998
Bladestorm: Nightmare,PS4,Action,2015,58.0,6.5,T,0.16999999999999998
LEGO Marvel Super Heroes,PC,Action,2013,78.0,8.1,E10+,0.17
Sumikko Gurashi: Koko ga Ochitsukundesu,3DS,Action,2014,73.0,7.1,Unknown,0.17
Demon Gaze,PSV,Role-Playing,2013,70.0,7.4,T,0.16
How to Train Your Dragon 2,X360,Adventure,2014,72.0,2.9,E10+,0.16000000000000003
Time and Eternity,PS3,Role-Playing,2012,42.0,5.0,T,0.16999999999999998
Ridge Racer Unbounded,PS3,Racing,2012,72.0,6.0,T,0.17
Mobile Suit Gundam: Extreme VS Force,PSV,Action,2015,57.0,7.3,E10+,0.17
Dragon Quest X,3DS,Role-Playing,2014,74.0,7.5,Unknown,0.17
NASCAR '14,X360,Racing,2014,65.0,5.1,E,0.16999999999999998
NASCAR '15,X360,Sports,2015,77.0,3.8,E,0.16999999999999998
One Piece: Pirate Warriors 3,PSV,Action,2015,76.0,6.3,T,0.17
Jikkyou Powerful Pro Yakyuu 2014,PS3,Sports,2014,77.0,5.7,Unknown,0.17
7th Dragon III Code: VFD,3DS,Role-Playing,2015,77.0,8.2,T,0.16
Far Cry: Primal,PC,Action,2016,74.0,4.8,M,0.16
Phantasy Star Online 2,PSV,Role-Playing,2013,74.0,7.5,Unknown,0.16
Dengeki Bunko Fighting Climax,PS3,Fighting,2014,66.0,8.2,T,0.15000000000000002
Pro Evolution Soccer 2014,PSP,Action,2013,73.0,7.1,E,0.16
Mirror's Edge Catalyst,XOne,Platform,2016,72.0,4.4,T,0.16
Return to PopoloCrois: A Story of Seasons Fairytale,3DS,Simulation,2015,72.0,6.8,E10+,0.16000000000000003
Angry Birds Trilogy,PS3,Action,2012,66.0,3.7,E,0.16999999999999998
Murdered: Soul Suspect,XOne,Action,2014,51.0,7.0,M,0.16000000000000003
Hyperdimension Neptunia Victory,PS3,Role-Playing,2012,55.0,7.8,T,0.16
Lego Star Wars: The Force Awakens,PS3,Action,2016,73.0,7.1,E10+,0.17
The Crew,PC,Racing,2014,71.0,6.4,T,0.16
Just Dance: Disney Party,X360,Misc,2012,75.0,7.0,E,0.16999999999999998
The Sims 3: Seasons,PC,Simulation,2012,73.0,7.5,T,0.15
Guilty Gear Xrd: Sign,PS4,Fighting,2014,74.0,7.4,Unknown,0.16
Angry Birds Star Wars,XOne,Strategy,2013,53.0,6.9,E,0.16999999999999998
Yakuza Kiwami,PS4,Adventure,2016,72.0,7.55,Unknown,0.16
BioShock The Collection,XOne,Shooter,2016,84.0,8.3,M,0.15000000000000002
Putty Squad,PS4,Platform,2013,38.0,2.9,E10+,0.16
The Walking Dead: Season One,XOne,Adventure,2014,72.0,7.55,Unknown,0.15000000000000002
Ar Nosurge: Ode to an Unborn Star,PS3,Role-Playing,2014,67.0,7.8,T,0.16
Transformer: Rise of the Dark Spark,X360,Action,2014,73.0,7.1,Unknown,0.16
Wildstar,PC,Role-Playing,2014,82.0,7.4,T,0.16000000000000003
Culdcept,3DS,Misc,2012,75.0,7.0,Unknown,0.16
Harvest Moon: The Lost Valley,3DS,Simulation,2014,70.0,7.05,Unknown,0.16
Toriko: Gourmet Monsters!,3DS,Role-Playing,2012,74.0,7.5,Unknown,0.16
Akiba's Trip: Undead & Undressed,PSV,Action,2013,73.0,7.1,Unknown,0.15000000000000002
Dynasty Warriors 8: Xtreme Legends,PS3,Action,2013,68.0,6.8,T,0.16
Mugen Souls,PS3,Role-Playing,2012,55.0,7.3,T,0.15000000000000002
Major League Baseball 2K13,PS3,Sports,2013,77.0,5.7,Unknown,0.16
Fantasia: Music Evolved,XOne,Misc,2014,77.0,7.5,E10+,0.15000000000000002
Wolfenstein: The Old Blood,XOne,Action,2015,75.0,8.0,Unknown,0.15000000000000002
Naruto: Powerful Shippuden,3DS,Platform,2012,71.0,5.4,E10+,0.15000000000000002
Dynasty Warriors 8,X360,Action,2013,65.0,7.5,T,0.15000000000000002
Birds of Steel,X360,Simulation,2012,77.0,8.9,T,0.15000000000000002
Theatrhythm Dragon Quest,3DS,Misc,2015,75.0,7.0,Unknown,0.15
Darksiders II,PC,Action,2012,81.0,7.8,M,0.15
Disgaea 4: A Promise Unforgotten,PSV,Role-Playing,2014,74.0,7.5,Unknown,0.16
Darksiders II,WiiU,Action,2012,85.0,8.2,M,0.15000000000000002
Tears to Tiara II: Heir of the Overlord,PS3,Role-Playing,2013,65.0,8.7,T,0.16
The Amazing Spider-Man (Console Version),Wii,Action,2012,73.0,7.1,Unknown,0.15000000000000002
Gundam Breaker 2,PSV,Action,2014,73.0,7.1,Unknown,0.15
Jikkyou Powerful Pro Yakyuu 2012,PSP,Action,2012,73.0,7.1,Unknown,0.15
Tokyo Xanadu,PSV,Role-Playing,2015,74.0,7.5,Unknown,0.15
3rd Super Robot Wars Z: Tengoku-Hen,PS3,Action,2015,73.0,7.1,Unknown,0.15
LEGO The Hobbit,PSV,Action,2014,73.0,2.5,E10+,0.14
Oreshika: Tainted Bloodlines,PSV,Role-Playing,2014,78.0,8.0,T,0.15
Adventure Time: Explore the Dungeon Because I Don't Know!,3DS,Action,2013,73.0,7.1,Unknown,0.14
Pro Baseball Spirits 2015,PS3,Action,2015,73.0,7.1,Unknown,0.15
Warriors Orochi 3,PS4,Action,2014,73.0,7.1,Unknown,0.15
Major League Baseball 2K12,Wii,Sports,2012,77.0,5.7,E,0.15000000000000002
Castlevania: Lords of Shadow - Mirror of Fate,3DS,Action,2013,73.0,7.1,Unknown,0.15000000000000002
Dishonored,XOne,Action,2015,73.0,7.1,Unknown,0.15000000000000002
Battleborn,XOne,Shooter,2016,71.0,7.2,T,0.15000000000000002
The King of Fighters XIV,PS4,Fighting,2016,79.0,8.7,T,0.15
Sword Art Online: Hollow Realization,PSV,Role-Playing,2016,60.0,7.0,T,0.15000000000000002
Deponia,PC,Adventure,2012,74.0,8.2,Unknown,0.15
LEGO Harry Potter Collection,PS4,Action,2016,73.0,8.1,E10+,0.13999999999999999
Sumikko Gurashi: Omise Hajimerundesu,3DS,Action,2015,73.0,7.1,Unknown,0.15
The Legend of Heroes: Trails of Cold Steel II,PS3,Role-Playing,2014,90.0,7.8,T,0.16
Yakuza: Ishin,PS4,Action,2014,73.0,7.1,Unknown,0.15
Hoppechan: Tsukutte! Asonde! Punipuni Town!!,3DS,Action,2013,73.0,7.1,Unknown,0.15
Skylanders: SuperChargers,Wii,Action,2015,73.0,7.1,Unknown,0.15
Lego Star Wars: The Force Awakens,WiiU,Action,2016,74.0,8.0,E10+,0.15000000000000002
Earth Defense Force 2025,X360,Shooter,2013,68.0,8.1,M,0.15000000000000002
WWE '13,Wii,Action,2012,74.0,6.0,T,0.14
Rayman Origins,3DS,Platform,2012,71.0,6.3,E10+,0.15000000000000002
Summon Night 5,PSP,Role-Playing,2013,74.0,8.3,T,0.15
ReCore,XOne,Action,2016,63.0,6.6,T,0.14
F1 2012,PC,Racing,2012,80.0,6.9,E,0.13999999999999999
Derby Stallion Gold,3DS,Sports,2014,77.0,5.7,Unknown,0.14
Skylanders Giants,3DS,Action,2012,59.0,5.0,E10+,0.14
BlazBlue: Chrono Phantasma Extend,PS4,Action,2015,80.0,7.7,T,0.14
Famista Returns,3DS,Sports,2015,77.0,5.7,Unknown,0.14
Syndicate,PS3,Shooter,2012,75.0,6.5,M,0.15
Alien: Isolation,PC,Shooter,2014,81.0,8.4,M,0.15000000000000002
Just Cause 3,PC,Action,2015,74.0,5.3,M,0.15000000000000002
Senran Kagura Burst: Guren no Sh?jo-tachi,3DS,Action,2012,73.0,7.1,Unknown,0.14
Gundam Breaker 2,PS3,Action,2014,73.0,7.1,Unknown,0.14
Farming Simulator 2013,PS3,Simulation,2013,40.0,2.9,E,0.13
Okami,PS3,Action,2012,73.0,7.1,Unknown,0.14
Metal Gear Solid V: Ground Zeroes,X360,Action,2014,73.0,5.7,M,0.14
The Walking Dead: Season One,PSV,Adventure,2013,72.0,7.55,Unknown,0.14
Skylanders Imaginators,PS4,Platform,2016,80.0,5.5,E10+,0.13999999999999999
Disney's Planes,Wii,Simulation,2013,70.0,7.05,E,0.14
XCOM 2,PS4,Strategy,2016,88.0,8.0,T,0.13999999999999999
Pro Evolution Soccer 2015,XOne,Sports,2014,79.0,7.3,E,0.14
Risen 2: Dark Waters,X360,Role-Playing,2012,60.0,6.0,M,0.14
WWE 2K17,PS3,Sports,2016,77.0,4.1,T,0.14
Cities: Skylines,PC,Simulation,2015,85.0,8.9,E,0.14
Shovel Knight,3DS,Platform,2015,90.0,8.2,E,0.15
Pro Evolution Soccer 2015,X360,Sports,2014,77.0,6.8,E,0.14
The Walking Dead: Season Two,XOne,Adventure,2014,72.0,7.55,Unknown,0.14
Monster Hunter Diary: Poka Poka Airou Village DX,3DS,Action,2015,73.0,7.1,Unknown,0.14
Odin Sphere: Leifthrasir,PSV,Role-Playing,2016,93.0,7.9,T,0.14
Homefront: The Revolution,XOne,Shooter,2016,49.0,4.1,M,0.14
Pro Yaky? Spirits 2014,PS3,Sports,2014,77.0,5.7,Unknown,0.14
7 Days to Die,PS4,Action,2016,45.0,5.9,M,0.13999999999999999
Rayman Legends,PSV,Platform,2014,87.0,8.4,E10+,0.14
Transformers: Devastation,XOne,Action,2015,75.0,7.9,T,0.14
The Darkness II,PC,Shooter,2012,77.0,7.6,M,0.14
Dynasty Warriors 7: Empires,PS3,Action,2012,63.0,8.0,T,0.14
Dead Island Definitive Collection,PS4,Action,2016,63.0,6.4,M,0.13
DmC: Devil May Cry,XOne,Action,2015,73.0,7.1,Unknown,0.13
Farming Simulator 2012,3DS,Action,2012,73.0,7.1,Unknown,0.13
Battlefield: Hardline,PC,Shooter,2015,71.0,3.8,M,0.14
Brothers: A Tale of Two Sons,PS4,Adventure,2015,81.0,8.6,T,0.13
Murdered: Soul Suspect,PS3,Action,2014,73.0,7.1,M,0.14
Shining Resonance,PS3,Role-Playing,2014,74.0,7.5,Unknown,0.14
Persona 4: Arena Ultimax,PS3,Fighting,2014,84.0,8.1,T,0.13
Call of Duty: Infinite Warfare,PC,Shooter,2016,73.0,3.0,M,0.13
Nayuta no Kiseki,PSP,Action,2012,73.0,7.1,Unknown,0.14
LEGO The Lord of the Rings,DS,Action,2012,73.0,7.1,E10+,0.13
Your Shape: Fitness Evolved 2013,WiiU,Action,2012,76.0,6.3,E10+,0.14
Medalot 7,3DS,Action,2012,73.0,7.1,Unknown,0.13
Suikoden: Tsumugareshi Hyakunen no Toki,PSP,Role-Playing,2012,74.0,7.5,Unknown,0.13
Attack on Titan (KOEI),PSV,Action,2016,73.0,7.1,Unknown,0.13
Dragon Quest Heroes II: Twin Kings and the Prophecy's End,PS3,Action,2016,73.0,7.1,Unknown,0.13
Pro Baseball Spirits 2015,PSV,Action,2015,73.0,7.1,Unknown,0.13
Hyperdimension Neptunia,PSV,Role-Playing,2013,74.0,7.5,Unknown,0.13
Life is Strange,XOne,Adventure,2016,85.0,8.7,M,0.13
Teenage Mutant Ninja Turtles: Danger of the Ooze,3DS,Adventure,2014,72.0,7.55,E10+,0.13
Injustice: Gods Among Us,PSV,Fighting,2013,74.0,7.4,Unknown,0.12
Tales of the Heroes: Twin Brave,PSP,Role-Playing,2012,74.0,7.5,Unknown,0.13
Euro Truck Simulator 2,PC,Action,2012,79.0,8.7,Unknown,0.13999999999999999
Super Robot Wars BX,3DS,Action,2015,73.0,7.1,Unknown,0.13
Gravity Rush Remastered,PS4,Action,2015,80.0,8.2,T,0.12000000000000001
Dengeki Bunko Fighting Climax,PSV,Fighting,2014,75.0,8.5,T,0.13
Total War: WARHAMMER,PC,Strategy,2016,86.0,7.3,T,0.13
LEGO Legends of Chima: Laval's Journey,PSV,Adventure,2013,64.0,6.6,E10+,0.13
Hasbro Family Fun Pack,XOne,Misc,2015,75.0,7.0,E10+,0.13
The IdolM@ster: One for All,PS3,Misc,2014,75.0,7.0,Unknown,0.13
Batman: Arkham Knight,PC,Action,2015,70.0,2.5,M,0.13
Pro Evolution Soccer 2017,PS3,Sports,2016,77.0,7.2,E,0.13
Transformers: Prime,WiiU,Action,2012,73.0,7.1,Unknown,0.13
Persona 4: Arena,X360,Fighting,2012,83.0,7.3,T,0.13
Final Fantasy XIV: Heavensward,PS4,Action,2015,86.0,7.6,T,0.13
Watch Dogs,WiiU,Action,2014,62.0,6.4,M,0.13
Game Party: Champions,WiiU,Action,2012,24.0,3.5,E,0.13
Deception IV: Blood Ties,PSV,Action,2014,67.0,7.5,M,0.12000000000000001
Assassination Classroom: Grand Siege on Kuro-sensei,3DS,Action,2015,73.0,7.1,Unknown,0.13
One Piece: Unlimited World Red,PSV,Action,2014,67.0,7.8,T,0.13
Under Night In-Birth,PS3,Fighting,2014,74.0,7.4,Unknown,0.12999999999999998
Steel Battalion: Heavy Armor,X360,Misc,2012,38.0,2.4,M,0.13
Hyperdevotion Noire: Goddess Black Heart,PSV,Role-Playing,2014,68.0,7.1,T,0.13
Soccer Tsuku: Pro Soccer Club o Tsukurou!,PS3,Sports,2013,77.0,5.7,Unknown,0.13
NBA 2K13,WiiU,Sports,2012,85.0,7.0,E,0.12000000000000001
Fuse (Insomniac),X360,Shooter,2013,76.0,6.7,Unknown,0.13
WipeOut 3 The Game,WiiU,Action,2012,73.0,7.1,Unknown,0.12
